text,true_label,predicted_label,predicted_risk_score,risk_level,error_type,reasons,indicators
	Missed call alert. These numbers called but left no message. 07008009200,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. so get txtin now and tell ur friends. 16 reply HL 4info,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call on 08000839402 NOW!,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Latest News! Police station toilet stolen, cops have nothing to go on!",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Please call our customer service representative on 7908807538 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.6,00,000. FL1PKART TEAM",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
Hello which the site to download songs its urgent pls,0,1,40,MEDIUM,false_positive,Urgent language detected. | Download or install instruction detected.,download | urgent_language
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com,1,0,20,LOW,false_negative,Link or verification action detected.,link
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",0,1,30,MEDIUM,false_positive,Download or install instruction detected.,download
	YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £550 prize. To collect Just call 09061743389,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"Please protect yourself from e-threats. Kotak Mahendra Bank never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",0,1,95,CRITICAL,false_positive,"Banking-related language detected. | Credential or authentication language detected. | Sensitive personal information language detected. | Request for OTP, password, PIN, or another credential detected. | Request for sensitive personal or financial information detected.",banking | credential | credential_request | personal_information | sensitive_request
"Todays Vodafone numbers ending 9167 are selected to receive a Rs.2,00,000 award. If you have a match please call 7044518857 quoting claim code 5001 standard rates apply",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"	Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,1,0,20,LOW,false_negative,Link or verification action detected.,link
	Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1,0,15,LOW,false_negative,Banking-related language detected.,banking
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"	This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 6299257179,1,0,15,LOW,false_negative,Banking-related language detected.,banking
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Win the newest Harry Potter and the Order of the Phoenix . reply HARRY, answer 5 questions - chance to be the first among readers!",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now!,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Your Mobile Won 500,000.00euro in Blackberry Netherlands Promo. For claims E-mail code: NL101 to claims@bbnetherlands.co.cc",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on 08714712413,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
Rate Revsng soon.Xperience Beachside Living.Supertch Holiday Village.Xpandabl Villas at Yamuna XprswaySize 1575/2200 sf@27 lac onwrdsCall: 9999060692,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"	You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
FreeMsg Hi baby wow just got a new cam moby. Wanna C  pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Bloomberg -Message center +447797706009 Why wait?  http://careers. bloomberg.com,1,0,20,LOW,false_negative,Link or verification action detected.,link
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. ",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,1,0,20,LOW,false_negative,Link or verification action detected.,link
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday!",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now!,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1,0,20,LOW,false_negative,Link or verification action detected.,link
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",1,0,20,LOW,false_negative,Link or verification action detected.,link
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
	Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
PRIVATE! Your 2004 Account Statement for 07742676564 shows 786 unredeemed Bonus Points. To claim call 08719180249 Identifier Code: 45239 Expires,1,0,15,LOW,false_negative,Banking-related language detected.,banking
You have 1 new voicemail. Please call 08719181513.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
NON-STOP INTERNET and DOWNLOADING with Pocket Internet. Dial *234*2900# and get Games at a special price of Rs.3 everyday. Click and play: http://goo.gl/iRrIJ,1,0,20,LOW,false_negative,Link or verification action detected.,link
"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 8927307655 to claim",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
2/2 146tf150p�win tickets..call 08701417012,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
what is your account number?,0,1,30,MEDIUM,false_positive,Banking-related language detected. | Sensitive personal information language detected.,banking | personal_information
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,0,1,30,MEDIUM,false_positive,Urgent language detected. | Financial or reward language detected.,financial | urgent_language
You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	FreeMsg Today's the day if you are ready! I'm  & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 ",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,1,0,20,LOW,false_negative,Link or verification action detected.,link
Only 1 day left for SAWAN KI BAHAR compt. for Agents/DOs/CLIAs. Qualify the competition and win maximum prizes...SDM,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
3. You have received your mobile content. Enjoy,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	eeta  (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat2708198,1,0,20,LOW,false_negative,Link or verification action detected.,link
You have 1 new message. Please call 08718738034.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,1,0,15,LOW,false_negative,Banking-related language detected.,banking
What's ur pin?,0,1,45,MEDIUM,false_positive,Credential or authentication language detected. | Sensitive personal information language detected.,credential | personal_information
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",0,1,45,MEDIUM,false_positive,Credential or authentication language detected. | Sensitive personal information language detected.,credential | personal_information
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile!",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobil+ Free Camcorder reply or call 08000930705.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"NOIDA Hottest Property On Express Way * Today Homes Ridge Residency at Sec 135 with2,3,4 BHK available in 2370p/sq. fts *For Query call@9250230534",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Missed call alert. These numbers called but left no message. 07008009200,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 7908807538 to claim",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Todays Vodafone numbers ending 5263 are selected to receive a Rs.2,00,000 award. If you have a match please call 6200992462 quoting claim code 4267 standard rates apply",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"	Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
100 dating service cal;l 09064012103 box334sk38ch,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"THIS MOBILE NUMBER HAS GAINED THE SUM US$450,000.00 FROM MML/REF#1001, FOR DETAIL SEND YOUR NAME, ADDRESS AND NUMBER TO EMAIL MEGARESULT@USA.COM",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,0,1,30,MEDIUM,false_positive,Download or install instruction detected.,download
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade See o2.co.uk/games 4 Terms + settings.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 6200992462,1,0,15,LOW,false_negative,Banking-related language detected.,banking
(6171-M) RMO.00 AEON MY Rs. 4399 was charged on your card num**97 at LAZO-KLIA2 on 19/10/2016. Call 0327884425 if you did NOT perform this  TXN code356931,1,0,15,LOW,false_negative,Banking-related language detected.,banking
You have 1 new message. Please call 08715205273,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,1,0,20,LOW,false_negative,Link or verification action detected.,link
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",0,1,50,HIGH,false_positive,Banking-related language detected. | Financial or reward language detected. | Threat of account suspension or closure detected.,banking | financial | threat
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 7044518857,1,0,15,LOW,false_negative,Banking-related language detected.,banking
Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,1,0,20,LOW,false_negative,Link or verification action detected.,link
Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Todays Vodafone numbers ending 7548 are selected to receive a Rs.2,00,000 award. If you have a match please call 8536074310 quoting claim code 4041 standard rates apply",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	You have an important customer service announcement. Calnumber 0800 542 0826 now!,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Now GET RID OF -Cockroach -Termite -Bedbug -Rats -Any Pest 4Best DEALS in PestControlServices/ Chemical/Herbal/Odorless DIAL-N-ASK 080-62222222,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
lam Frederick banner. Pls conatct me asap regarding a possible late,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"	our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Plan Sanction as per MPD2021 X-Tra Floor X-Tra Area DDA MCD DSIDC HUDA:Gurgaon Faridabad Noida HI-TECH ARCHITECTS 9212012222 65657777  hi_tech@in.com,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"	Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,1,0,20,LOW,false_negative,Link or verification action detected.,link
1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
